日期,指数代码,指数名称,标签,市盈率,数据源
2025-06-13,CN5082,国证航天,,67.4327,国证指数
2025-06-16,CN5082,国证航天,,67.4327,国证指数
2025-06-17,CN5082,国证航天,,83.2509,国证指数
2025-06-18,CN5082,国证航天,,83.1287,国证指数
2025-06-19,CN5082,国证航天,,84.1171,国证指数
2025-06-20,CN5082,国证航天,,82.4622,国证指数
2025-06-23,CN5082,国证航天,,80.9652,国证指数
2025-06-24,CN5082,国证航天,,82.057,国证指数
2025-06-25,CN5082,国证航天,,81.5353,国证指数
2025-06-26,CN5082,国证航天,,84.0146,国证指数
2025-06-27,CN5082,国证航天,,84.495,国证指数
2025-06-30,CN5082,国证航天,,85.1082,国证指数
2025-07-01,CN5082,国证航天,,89.6362,国证指数
2025-07-02,CN5082,国证航天,,88.7814,国证指数
2025-07-03,CN5082,国证航天,,86.6499,国证指数
2025-07-04,CN5082,国证航天,,86.6803,国证指数
2025-07-07,CN5082,国证航天,,86.8036,国证指数
2025-07-08,CN5082,国证航天,,87.0563,国证指数
2025-07-09,CN5082,国证航天,,87.3754,国证指数
2025-07-10,CN5082,国证航天,,87.3992,国证指数
2025-07-11,CN5082,国证航天,,86.7807,国证指数
2025-07-14,CN5082,国证航天,,87.4592,国证指数
2025-07-15,CN5082,国证航天,,87.3617,国证指数
2025-07-16,CN5082,国证航天,,86.7844,国证指数
2025-07-17,CN5082,国证航天,,86.4642,国证指数
2025-07-18,CN5082,国证航天,,90.1925,国证指数
2025-07-21,CN5082,国证航天,,91.6208,国证指数
2025-07-22,CN5082,国证航天,,92.2768,国证指数
2025-07-23,CN5082,国证航天,,92.1774,国证指数
2025-07-24,CN5082,国证航天,,90.6218,国证指数
2025-07-25,CN5082,国证航天,,91.9293,国证指数
2025-07-28,CN5082,国证航天,,91.9293,国证指数
2025-07-29,CN5082,国证航天,,93.6524,国证指数
2025-07-30,CN5082,国证航天,,95.3213,国证指数
2025-07-31,CN5082,国证航天,,93.4893,国证指数
2025-08-01,CN5082,国证航天,,92.9581,国证指数
2025-08-04,CN5082,国证航天,,90.9506,国证指数
2025-08-05,CN5082,国证航天,,93.9113,国证指数
2025-08-06,CN5082,国证航天,,93.7696,国证指数
2025-08-07,CN5082,国证航天,,96.5156,国证指数
2025-08-08,CN5082,国证航天,,95.2675,国证指数
2025-08-11,CN5082,国证航天,,94.4271,国证指数
2025-08-12,CN5082,国证航天,,95.239,国证指数
2025-08-13,CN5082,国证航天,,93.7818,国证指数
2025-08-14,CN5082,国证航天,,94.3071,国证指数
2025-08-15,CN5082,国证航天,,92.2471,国证指数
2025-08-18,CN5082,国证航天,,92.6793,国证指数
2025-08-19,CN5082,国证航天,,94.7468,国证指数
2025-08-20,CN5082,国证航天,,93.1308,国证指数
